,tickers,best_value,best_param
251,225570,1.5877629315490231,"{'r1': 3, 'ad': 29, 'limad': 12, 'wmean': 6}"
252,009520,4.888553111941885,"{'r1': 4, 'ad': 27, 'limad': 15, 'wmean': 7}"
253,084370,1.0808314087759816,"{'r1': 22, 'ad': 26, 'limad': 31, 'wmean': 10}"
254,460930,,
255,395400,,
256,213420,1.090024330900243,"{'r1': 4, 'ad': 23, 'limad': 44, 'wmean': 7}"
257,056190,1.0,"{'r1': 12, 'ad': 16, 'limad': 54, 'wmean': 6}"
258,166090,1.1083356313386645,"{'r1': 11, 'ad': 25, 'limad': 31, 'wmean': 10}"
259,267270,1.7916830116487827,"{'r1': 25, 'ad': 4, 'limad': 53, 'wmean': 10}"
260,009970,1.3202145667634557,"{'r1': 11, 'ad': 23, 'limad': 2, 'wmean': 5}"
261,457190,,
262,085660,1.714108065216953,"{'r1': 8, 'ad': 4, 'limad': 47, 'wmean': 7}"
263,039130,1.4104001402021955,"{'r1': 14, 'ad': 5, 'limad': 21, 'wmean': 5}"
264,048410,1.3984383644074603,"{'r1': 14, 'ad': 2, 'limad': 76, 'wmean': 7}"
265,420770,,
266,089860,,
267,100090,1.4254410693448563,"{'r1': 23, 'ad': 3, 'limad': 53, 'wmean': 10}"
268,101490,1.389864051980174,"{'r1': 28, 'ad': 16, 'limad': 29, 'wmean': 8}"
269,006650,1.3809099138195566,"{'r1': 2, 'ad': 4, 'limad': 59, 'wmean': 10}"
270,192650,,
271,383310,,
272,014820,1.2484935068635397,"{'r1': 4, 'ad': 30, 'limad': 17, 'wmean': 6}"
273,007340,1.911248813036754,"{'r1': 12, 'ad': 15, 'limad': 7, 'wmean': 4}"
274,137400,2.0977012621027846,"{'r1': 10, 'ad': 5, 'limad': 21, 'wmean': 8}"
275,000670,1.7004542146268438,"{'r1': 5, 'ad': 22, 'limad': 13, 'wmean': 10}"
276,271940,,
277,278280,,
278,020560,1.243117554335091,"{'r1': 13, 'ad': 11, 'limad': 22, 'wmean': 10}"
279,009900,,
280,195870,2.1522899088604923,"{'r1': 14, 'ad': 21, 'limad': 2, 'wmean': 4}"
281,122870,1.5882510866747128,"{'r1': 29, 'ad': 21, 'limad': 16, 'wmean': 8}"
282,003030,1.59046595920101,"{'r1': 3, 'ad': 12, 'limad': 10, 'wmean': 9}"
283,003850,1.3092003099679774,"{'r1': 4, 'ad': 29, 'limad': 18, 'wmean': 5}"
284,950160,1.6779723884331668,"{'r1': 3, 'ad': 4, 'limad': 12, 'wmean': 10}"
285,058970,2.533470848081489,"{'r1': 26, 'ad': 9, 'limad': 27, 'wmean': 6}"
286,001800,1.0675883859070758,"{'r1': 28, 'ad': 3, 'limad': 73, 'wmean': 10}"
287,214320,1.0314224289684413,"{'r1': 25, 'ad': 22, 'limad': 28, 'wmean': 10}"
288,003280,2.6608239742751825,"{'r1': 28, 'ad': 7, 'limad': 35, 'wmean': 4}"
289,069260,1.482166790074458,"{'r1': 2, 'ad': 5, 'limad': 31, 'wmean': 4}"
290,093370,1.3548201528566266,"{'r1': 19, 'ad': 28, 'limad': 10, 'wmean': 6}"
291,086450,1.1086693548858457,"{'r1': 29, 'ad': 12, 'limad': 26, 'wmean': 5}"
292,376300,,
293,131970,1.7455381171093216,"{'r1': 13, 'ad': 4, 'limad': 32, 'wmean': 10}"
294,286940,,
295,399720,,
296,114090,1.061006289308176,"{'r1': 18, 'ad': 19, 'limad': 39, 'wmean': 5}"
297,085620,1.7294072624734969,"{'r1': 26, 'ad': 3, 'limad': 18, 'wmean': 5}"
298,001060,1.7485703135718418,"{'r1': 7, 'ad': 2, 'limad': 19, 'wmean': 10}"
299,003380,2.1546748878689486,"{'r1': 10, 'ad': 6, 'limad': 21, 'wmean': 10}"
300,002840,1.482082064733057,"{'r1': 2, 'ad': 13, 'limad': 8, 'wmean': 4}"
301,348950,,
302,300720,,
303,023590,1.0246575342465754,"{'r1': 16, 'ad': 26, 'limad': 33, 'wmean': 8}"
304,105630,1.053030303030303,"{'r1': 18, 'ad': 11, 'limad': 44, 'wmean': 5}"
305,004490,1.7281407095150938,"{'r1': 12, 'ad': 24, 'limad': 18, 'wmean': 8}"
306,036830,1.3829776177162196,"{'r1': 3, 'ad': 19, 'limad': 18, 'wmean': 10}"
307,003530,1.064757809808212,"{'r1': 9, 'ad': 22, 'limad': 20, 'wmean': 4}"
308,074600,1.0637141323576031,"{'r1': 23, 'ad': 3, 'limad': 79, 'wmean': 7}"
309,003240,1.0449438202247192,"{'r1': 15, 'ad': 16, 'limad': 32, 'wmean': 6}"
310,002350,1.2710591975598902,"{'r1': 15, 'ad': 2, 'limad': 63, 'wmean': 10}"
311,365550,,
312,099190,1.801627607547802,"{'r1': 12, 'ad': 8, 'limad': 25, 'wmean': 4}"
313,181710,1.0749414519906324,"{'r1': 8, 'ad': 10, 'limad': 40, 'wmean': 4}"
314,039200,1.8523145087829265,"{'r1': 2, 'ad': 30, 'limad': 4, 'wmean': 5}"
315,010780,1.1596193586055081,"{'r1': 28, 'ad': 14, 'limad': 28, 'wmean': 4}"
316,025320,1.712692952133507,"{'r1': 24, 'ad': 4, 'limad': 63, 'wmean': 7}"
317,348210,,
318,001430,1.3951455688516001,"{'r1': 25, 'ad': 4, 'limad': 34, 'wmean': 10}"
319,016380,2.1832798180283497,"{'r1': 11, 'ad': 24, 'limad': 8, 'wmean': 10}"
320,336570,,
321,192080,1.0380009919463404,"{'r1': 4, 'ad': 8, 'limad': 67, 'wmean': 4}"
322,003540,1.0914996576493314,"{'r1': 2, 'ad': 18, 'limad': 15, 'wmean': 4}"
323,000400,2.7428460268759682,"{'r1': 2, 'ad': 8, 'limad': 22, 'wmean': 9}"
324,330590,,
325,053800,1.7578359406526367,"{'r1': 14, 'ad': 5, 'limad': 38, 'wmean': 6}"
326,178320,1.2235639616436809,"{'r1': 7, 'ad': 23, 'limad': 21, 'wmean': 7}"
327,082640,1.234444457850094,"{'r1': 15, 'ad': 5, 'limad': 25, 'wmean': 5}"
328,025540,1.4280940899779837,"{'r1': 12, 'ad': 5, 'limad': 50, 'wmean': 9}"
329,178920,1.1163582779398962,"{'r1': 25, 'ad': 3, 'limad': 77, 'wmean': 5}"
